Time,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW,CRW
,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
34,0.931335,1.072,1.09559,0.853853,0.94178,0.857822,0.957005,0.997777,0.972192,0.957587,0.830503,0.9243,0.766705,0.797279,0.930821,0.996116,0.985872,0.999365,0.96281,0.982083,0.883354,1.01969,0.969802,0.991949,1.01225,1.02961,0.910023,0.98002,1.00326,0.986759,0.874859,1.00898,0.98256,0.911489,0.999382,0.957746,1.02577,0.749905,0.98629,0.935032,0.917074,0.994349,0.751308,0.987074,0.935013,0.984274,0.956487,0.877693,0.927196,1.03749,0.8147,0.960986,0.992433,0.995432,1.01713,1.00726
35,0.929389,1.07442,1.08964,0.855206,0.941011,0.859935,0.961549,1.01615,0.983041,0.965987,0.828436,0.922234,0.77284,0.798977,0.934776,0.992823,0.98322,0.999246,0.964447,0.980492,0.881642,1.02413,0.978551,1.0099,1.00911,1.02908,0.907402,0.979914,1.00719,0.988638,0.876928,1.02251,0.991779,0.914209,1.00899,0.955652,1.02302,0.764744,0.984884,0.936097,0.923078,1.00212,0.753371,1.00862,0.930728,0.98644,0.954393,0.877662,0.93074,1.03554,0.814436,0.964974,0.999592,0.996747,1.01529,1.01159
36,0.928544,1.07797,1.09599,0.857669,0.941055,0.863675,0.966546,1.01402,0.98224,0.964302,0.827529,0.921775,0.769974,0.798519,0.941337,0.991942,0.98469,0.99712,0.966164,0.97964,0.880741,1.02324,0.977516,1.00802,1.00792,1.02406,0.906897,0.981891,1.00162,0.986878,0.881013,1.02027,0.990414,0.917726,1.00664,0.954549,1.01451,0.774555,0.984949,0.937577,0.935843,1.00128,0.751447,1.00744,0.929689,0.981081,0.952744,0.877014,0.943571,1.03173,0.809987,0.962971,1.00585,0.995935,1.01289,1.01412
37,0.929311,1.08475,1.10623,0.866413,0.930632,0.874149,0.97969,1.01555,0.98262,0.966812,0.827697,0.921975,0.773098,0.800437,0.944178,0.985488,0.980027,0.989276,0.956244,0.979182,0.881974,1.01803,0.980219,1.00948,0.995449,1.0152,0.907158,0.972257,1.00039,0.985559,0.888136,1.01991,0.990678,0.924018,1.00468,0.954942,1.00687,0.787446,0.979374,0.929169,0.945216,1.00156,0.749057,1.00951,0.929416,0.975583,0.94985,0.872862,0.953028,1.02635,0.80855,0.964179,1.00959,0.996328,1.00644,1.01469
38,0.918155,1.09087,1.10321,0.866575,0.923538,0.88364,0.979336,1.00788,0.973958,0.958592,0.827002,0.915607,0.794169,0.80279,0.949072,0.982597,0.976374,0.984266,0.950226,0.973305,0.874093,1.01403,0.972145,1.00573,0.993282,1.01169,0.897816,0.966129,1.00395,0.980141,0.900242,1.01444,0.984678,0.926516,1.00046,0.943051,1.00541,0.822138,0.974371,0.921601,0.952534,0.993739,0.747821,1.00529,0.921545,0.97218,0.941275,0.865969,0.957214,1.01683,0.809342,0.955117,1.0163,0.989937,1.00356,1.0154
39,0.913654,1.09851,1.11829,0.869613,0.925957,0.8982,0.982245,1.00332,0.970047,0.956501,0.824624,0.912207,0.791978,0.804806,0.95599,0.977328,0.971739,0.980865,0.950256,0.96941,0.870193,1.01323,0.968902,1.00018,0.991022,1.01312,0.893648,0.963084,1.01139,0.98337,0.911441,1.01022,0.9803,0.932804,0.996329,0.938816,1.00763,0.821135,0.971851,0.925616,0.960713,0.991025,0.747779,0.999745,0.915722,0.975341,0.938534,0.865701,0.966551,1.0152,0.809493,0.9519,1.02326,0.986747,1.00069,1.0191
40,0.911211,1.09958,1.12751,0.890341,0.922605,0.901555,0.984104,1.00324,0.971155,0.956013,0.822673,0.908927,0.787461,0.80733,0.964153,0.976495,0.966698,0.9792,0.95244,0.967479,0.8661,1.01246,0.968677,1.0004,0.988362,1.01079,0.891823,0.964791,1.01904,0.984482,0.916351,1.01009,0.981467,0.936059,0.996079,0.93682,1.00785,0.825482,0.96869,0.924325,0.967619,0.991045,0.745597,0.99963,0.913116,0.978214,0.935279,0.862104,0.973329,1.01412,0.807293,0.950196,1.0297,0.984289,0.998981,1.02549
41,0.907661,1.10048,1.14644,0.892959,0.923626,0.905864,0.990801,1.00502,0.971453,0.953335,0.812216,0.89596,0.782539,0.809147,0.972079,0.979107,0.971062,0.977997,0.952609,0.974956,0.86343,1.0154,0.967813,1.00427,0.988534,1.01927,0.89075,0.967593,1.02916,0.983371,0.919756,1.01361,0.982611,0.941978,0.997044,0.930659,1.02424,0.816595,0.9693,0.925213,0.972045,0.990183,0.746444,1.00269,0.903872,0.99535,0.935276,0.860684,0.982294,1.01474,0.8094,0.947935,1.03182,0.982624,1.00611,1.03672
42,0.911744,1.10188,1.15532,0.895974,0.924482,0.914078,0.998479,1.00656,0.97509,0.956356,0.81142,0.897702,0.779679,0.81062,0.981924,0.978085,0.974066,0.976826,0.955646,0.97801,0.863473,1.01466,0.96986,1.00614,0.99354,1.02461,0.891491,0.968026,1.03529,0.989302,0.926999,1.01367,0.98347,0.947651,0.999118,0.92964,1.03226,0.811609,0.978046,0.927282,0.979885,0.992417,0.749627,1.00532,0.898365,1.00206,0.938983,0.862574,0.989586,1.01382,0.813366,0.947764,1.03794,0.986372,1.00957,1.04178
43,0.915078,1.10246,1.15963,0.897418,0.927638,0.919026,1.00346,1.00653,0.972728,0.954338,0.814808,0.900869,0.775184,0.810948,0.990986,0.982852,0.97558,0.982066,0.96135,0.979439,0.866617,1.01543,0.96823,1.01062,0.99301,1.03207,0.894328,0.971708,1.03831,0.997029,0.92935,1.01722,0.987678,0.95013,1.00178,0.92818,1.0389,0.808031,0.97711,0.930555,0.984,0.994175,0.75245,1.00958,0.897677,1.00912,0.942731,0.863719,0.994397,1.01159,0.813064,0.947386,1.03688,0.986627,1.0129,1.04843
44,0.917814,1.10244,1.13769,0.8994,0.930607,0.920969,1.00852,1.00952,0.978182,0.960497,0.817707,0.906331,0.776887,0.808308,0.995615,0.988821,0.97918,0.98702,0.964715,0.981583,0.868587,1.02207,0.973203,1.01445,0.995011,1.03794,0.89685,0.976126,1.04297,1.00178,0.932137,1.02153,0.990213,0.953157,1.00533,0.928505,1.04276,0.810567,0.978317,0.933412,0.984565,0.998805,0.750337,1.01206,0.900165,1.01491,0.94612,0.866279,1.00017,1.01398,0.809877,0.951109,1.03865,0.989828,1.01815,1.05456
45,0.920657,1.10572,1.12476,0.899016,0.933574,0.925689,1.01417,1.01107,0.982969,0.96403,0.820148,0.90964,0.775552,0.804307,0.996719,0.991088,0.980611,0.99055,0.968031,0.983112,0.869547,1.02402,0.976034,1.01916,0.998327,1.04256,0.899221,0.979722,1.04396,1.00536,0.937882,1.02593,0.992691,0.957138,1.0074,0.933684,1.04679,0.810262,0.981977,0.936875,0.9791,1.00235,0.749202,1.01701,0.903348,1.01884,0.949169,0.867632,1.00454,1.01281,0.814257,0.954281,1.03956,0.99371,1.02097,1.06082
46,0.922329,1.11155,1.11975,0.890005,0.934725,0.922994,1.01876,1.01374,0.986305,0.96986,0.820827,0.912437,0.776507,0.806289,0.996867,0.993838,0.984994,0.990952,0.968857,0.988118,0.871016,1.02708,0.980432,1.02128,1.00167,1.04721,0.900909,0.982833,1.04051,1.00663,0.930022,1.02953,0.99342,0.956531,1.00893,0.936811,1.04805,0.813051,0.985688,0.936784,0.977672,1.00532,0.748749,1.01946,0.906369,1.02176,0.951249,0.869492,1.01011,1.01212,0.814894,0.957237,1.03739,0.994827,1.0243,1.06184
47,0.924531,1.1181,1.11513,0.884575,0.936598,0.923871,1.02077,1.01627,0.989246,0.972282,0.821042,0.915049,0.773025,0.808938,0.999532,0.993386,0.987089,0.986102,0.971154,0.991067,0.873832,1.02962,0.982868,1.02478,1.00225,1.04485,0.904118,0.982247,1.0415,1.00815,0.922788,1.03298,0.996856,0.952165,1.01294,0.938246,1.04884,0.805322,0.988474,0.936966,0.9786,1.00888,0.748066,1.02236,0.908643,1.02281,0.95363,0.870676,1.01129,1.01599,0.813041,0.959873,1.03728,0.998494,1.02197,1.06504
48,0.925057,1.12301,1.0949,0.885622,0.932469,0.925986,1.02013,1.01987,0.990845,0.975752,0.822537,0.918586,0.769784,0.806914,1.00402,0.994757,0.990104,0.986552,0.967851,0.991236,0.873875,1.03502,0.985397,1.02827,1.00415,1.04506,0.904456,0.983593,1.04163,1.00647,0.925623,1.03832,0.99903,0.952413,1.01635,0.942417,1.04762,0.806653,0.992236,0.937146,0.985834,1.01162,0.74856,1.02416,0.910879,1.0215,0.951786,0.868842,1.01604,1.01931,0.809438,0.963891,1.03937,0.999531,1.02384,1.06535
49,0.910831,1.12892,1.07995,0.887269,0.933698,0.926647,1.01748,1.02504,0.995302,0.978629,0.824963,0.907732,0.768376,0.804949,1.00623,0.995689,0.991512,0.985466,0.966519,0.994084,0.871331,1.04099,0.988716,1.03355,1.00614,1.04529,0.898706,0.98564,1.04803,1.00317,0.927488,1.04436,1.00488,0.953991,1.02274,0.941325,1.05939,0.811384,0.996172,0.93734,0.984878,1.01343,0.745152,1.02892,0.904636,1.0223,0.951412,0.869856,1.0194,1.02583,0.80871,0.96478,1.03626,0.998452,1.02439,1.06595
50,0.91168,1.13545,1.08022,0.890863,0.933867,0.926199,1.01843,1.01822,0.996684,0.973769,0.822845,0.908131,0.763437,0.804067,1.00723,0.998,1.00017,0.99178,0.969676,0.996549,0.871401,1.04415,0.988464,1.02959,1.01141,1.0588,0.899508,0.986746,1.05058,1.00909,0.929874,1.0416,1.00834,0.955626,1.02416,0.939309,1.0734,0.798261,1.0051,0.940414,0.983403,1.01781,0.743606,1.02174,0.90539,1.0334,0.952672,0.869771,1.02084,1.03208,0.80904,0.965043,1.03156,1.00294,1.03022,1.06948
51,0.920809,1.12803,1.08362,0.893266,0.941652,0.925781,1.02174,1.02348,1.00011,0.981593,0.822677,0.912051,0.762512,0.804051,1.00672,1.00998,1.00769,1.00406,0.978587,1.00344,0.881836,1.04518,0.995191,1.03447,1.02008,1.07098,0.90948,0.995679,1.05241,1.0185,0.929843,1.04395,1.01346,0.957173,1.02963,0.942577,1.08419,0.792992,1.01002,0.94811,0.97948,1.02368,0.746053,1.02835,0.907997,1.04397,0.964141,0.880075,1.01968,1.03639,0.810595,0.969355,1.02865,1.01348,1.04148,1.07131
52,0.927599,1.11995,1.07407,0.889508,0.948068,0.922895,1.00423,1.02895,1.00738,0.991903,0.826646,0.918055,0.76037,0.802423,1.00751,1.01365,1.0148,1.00773,0.985733,1.00981,0.887172,1.05192,1.00425,1.04053,1.02883,1.08271,0.914151,1.00498,1.05114,1.01275,0.927113,1.05018,1.02054,0.955085,1.03696,0.950957,1.09764,0.789463,1.018,0.954781,0.978137,1.03015,0.756083,1.0352,0.913395,1.05031,0.970377,0.887154,1.01812,1.04449,0.813007,0.979932,1.03,1.02149,1.04926,1.06637
53,0.935122,1.11209,1.07744,0.891372,0.951921,0.918833,1.00381,1.0403,1.01523,1.00177,0.832262,0.925986,0.734245,0.801823,1.01117,1.01514,1.01883,1.01033,0.986579,1.01371,0.891914,1.06082,1.0134,1.04715,1.03325,1.08769,0.920089,1.00827,1.04887,1.01086,0.911027,1.05978,1.02708,0.954407,1.04238,0.959682,1.1014,0.757822,1.02193,0.959148,0.984398,1.03794,0.763054,1.04246,0.921083,1.05088,0.975391,0.888699,1.02283,1.05215,0.81624,0.988019,1.03616,1.02749,1.05511,1.06599
54,0.939336,1.10779,1.07613,0.888481,0.944245,0.907571,1.00554,1.04464,1.01776,1.00331,0.837125,0.943687,0.733217,0.802926,1.01085,1.012,1.01789,1.01017,0.983184,1.01522,0.892669,1.0633,1.01547,1.05189,1.03191,1.09084,0.920008,1.00647,1.04678,1.00801,0.899732,1.06343,1.02992,0.948852,1.0458,0.976619,1.10592,0.759074,1.02337,0.949142,0.983996,1.03976,0.764176,1.04699,0.951309,1.05115,0.974837,0.886877,1.02135,1.05256,0.818064,0.990928,1.03396,1.03071,1.05455,1.06785
55,0.938644,1.10961,1.06417,0.854953,0.944119,0.905068,1.0058,1.05133,1.01237,0.99744,0.839501,0.945933,0.737166,0.802467,1.00932,1.0147,1.01816,1.01357,0.979895,1.01415,0.893528,1.06838,1.0111,1.05673,1.03155,1.09687,0.919429,1.00388,1.04387,1.00844,0.891249,1.07042,1.02536,0.943923,1.04701,0.977861,1.11227,0.760777,1.02361,0.946675,0.981063,1.03605,0.76542,1.05735,0.953411,1.0526,0.974996,0.886739,1.02408,1.05536,0.819791,0.991529,1.03122,1.03084,1.05702,1.0656
56,0.939444,1.1126,1.04557,0.860516,0.934525,0.905746,1.00274,1.05134,1.01373,1.00059,0.841064,0.947127,0.739985,0.800868,1.00714,1.00879,1.01506,1.00921,0.976599,1.00577,0.894061,1.06865,1.0133,1.05657,1.03046,1.08812,0.917102,0.988249,1.03777,1.00901,0.899319,1.06989,1.0267,0.94191,1.0485,0.978619,1.10377,0.767186,1.02376,0.939606,0.977951,1.03665,0.76497,1.05741,0.952402,1.03776,0.971233,0.887604,1.0221,1.0566,0.819537,0.992629,1.02967,1.03034,1.04936,1.05461
57,0.933181,1.11201,1.0356,0.866127,0.938155,0.905013,1.00607,1.04784,1.01159,1.00076,0.842007,0.941899,0.743024,0.800353,1.00464,1.01155,1.01619,1.00915,0.979636,1.00668,0.897923,1.069,1.01561,1.0545,1.02337,1.0863,0.919237,1.00196,1.03796,1.01097,0.910763,1.06951,1.02431,0.945311,1.04554,0.974336,1.10713,0.762091,1.02221,0.941218,0.975222,1.03543,0.764184,1.05466,0.951257,1.03578,0.970554,0.887974,1.02136,1.0566,0.822771,0.992139,1.02791,1.03377,1.0424,1.05619
58,0.941356,1.10847,1.03668,0.878358,0.940664,0.90763,1.01249,1.0484,1.01199,1.00049,0.840193,0.946775,0.741765,0.801013,1.0067,1.01101,1.0196,1.01093,0.982297,1.00792,0.900521,1.06828,1.01592,1.05148,1.02542,1.08883,0.923015,1.00467,1.04045,1.01254,0.919917,1.06688,1.02262,0.951021,1.04525,0.978745,1.11306,0.758118,1.0287,0.945701,0.977591,1.0348,0.767186,1.05161,0.950759,1.03783,0.973603,0.891658,1.0264,1.05797,0.822852,0.993099,1.03068,1.03705,1.04403,1.05953
59,0.944605,1.1082,1.04602,0.887687,0.944602,0.912678,1.01675,1.04976,1.01448,1.00294,0.841768,0.948861,0.740135,0.800095,1.01235,1.01928,1.02604,1.01703,0.987165,1.01218,0.903359,1.0603,1.01914,1.05097,1.03283,1.09722,0.926279,1.0093,1.04296,1.01825,0.924449,1.06581,1.02412,0.955606,1.04676,0.981889,1.11956,0.762097,1.03548,0.95011,0.981939,1.03848,0.76931,1.05263,0.953307,1.04146,0.976945,0.894022,1.02981,1.06124,0.823982,0.996872,1.03214,1.04284,1.05232,1.06283
60,0.948106,1.10759,1.05115,0.89098,0.947945,0.904349,1.01938,1.05809,1.0216,1.01289,0.844933,0.950941,0.744038,0.800725,1.01932,1.02715,1.03466,1.02154,0.990826,1.01766,0.907378,1.06696,1.02842,1.05931,1.04032,1.10168,0.929113,1.01389,1.0458,1.02079,0.916489,1.07407,1.03616,0.95846,1.0581,0.986213,1.1238,0.763575,1.04278,0.954909,0.995588,1.047,0.772654,1.06067,0.956572,1.04628,0.981444,0.898979,1.03373,1.06972,0.821822,1.00417,1.04334,1.04899,1.05835,1.06842
61,0.950976,1.10804,1.05058,0.895711,0.950774,0.907346,1.01877,1.06585,1.02606,1.01466,0.847168,0.951897,0.746181,0.800525,1.02544,1.03318,1.03985,1.02477,0.994744,1.02109,0.908845,1.0719,1.03104,1.0665,1.04432,1.10325,0.932315,1.01566,1.04976,1.02398,0.919986,1.08122,1.04338,0.965389,1.06594,0.988553,1.12574,0.767368,1.04796,0.959309,1.00174,1.05194,0.775093,1.06769,0.959297,1.0505,0.983262,0.902823,1.03726,1.07594,0.822605,1.00665,1.05988,1.05278,1.06221,1.07149
62,0.954298,1.10698,1.04699,0.900449,0.947877,0.908495,1.02106,1.06815,1.02743,1.01934,0.848767,0.952957,0.746631,0.799689,1.02737,1.03394,1.0408,1.0235,0.994656,1.02271,0.912493,1.07632,1.03394,1.06883,1.0459,1.10189,0.932748,1.01613,1.04918,1.02319,0.922769,1.08417,1.04496,0.97081,1.06782,0.990145,1.12218,0.769224,1.04999,0.957376,1.00665,1.05418,0.778955,1.06922,0.960018,1.04951,0.983704,0.904957,1.04075,1.07862,0.825741,1.00876,1.06463,1.05404,1.0606,1.07094
63,0.96776,1.10816,1.03995,0.903008,0.948115,0.909718,1.02173,1.06828,1.02848,1.02474,0.858991,0.963367,0.745882,0.801483,1.02768,1.03171,1.0404,1.0206,0.993151,1.02152,0.914366,1.07467,1.0366,1.06869,1.04461,1.09817,0.940143,1.01481,1.04898,1.02202,0.922734,1.08381,1.04621,0.97396,1.06781,0.991094,1.12124,0.767451,1.05015,0.956707,1.00517,1.05491,0.782187,1.06918,0.965266,1.05026,0.985378,0.907019,1.04236,1.07802,0.824106,1.00891,1.06776,1.05293,1.0573,1.07326
64,0.967714,1.10461,1.04213,0.899832,0.947942,0.918488,1.02102,1.06433,1.02711,1.02477,0.864146,0.966903,0.746782,0.802975,1.02685,1.03,1.03805,1.01966,0.99509,1.02024,0.915214,1.07009,1.03471,1.06372,1.04383,1.09922,0.940557,1.01484,1.04035,1.02278,0.9303,1.07915,1.042,0.969445,1.06269,0.992445,1.10959,0.766892,1.04602,0.957193,1.00849,1.05247,0.784003,1.06419,0.978766,1.05038,0.984602,0.908229,1.04177,1.07324,0.824154,1.00728,1.06899,1.05126,1.05729,1.0725
65,0.966731,1.08965,1.04379,0.913274,0.944931,0.91973,1.01797,1.05935,1.02079,1.02316,0.863402,0.965596,0.750002,0.80568,1.02622,1.02808,1.02683,1.01022,0.992701,1.01696,0.915029,1.06586,1.03076,1.06087,1.03415,1.08307,0.940221,1.01227,1.03656,1.01204,0.931609,1.07826,1.03656,0.967387,1.05789,0.992177,1.09657,0.767966,1.03444,0.955431,1.00897,1.04608,0.787488,1.06114,0.978936,1.03606,0.982579,0.908864,1.04376,1.07137,0.824371,1.00412,1.0694,1.04875,1.04971,1.06731
66,0.961514,1.09382,1.03326,0.916563,0.933197,0.9254,1.01583,1.05886,1.0189,1.01803,0.864686,0.963937,0.757981,0.81244,1.02484,1.01689,1.01871,0.99891,0.986979,1.00942,0.905741,1.06729,1.0267,1.06067,1.0268,1.06974,0.932041,1.00451,1.03367,1.00122,0.93524,1.0799,1.03515,0.968174,1.05757,0.992439,1.08974,0.766632,1.02849,0.951088,1.00839,1.04169,0.786465,1.05961,0.980547,1.02547,0.972147,0.895985,1.04419,1.0711,0.823425,1.00119,1.06957,1.03893,1.03906,1.06322
67,0.955013,1.10052,1.04113,0.919087,0.926789,0.940986,1.01457,1.05473,1.01298,1.0066,0.864496,0.958722,0.758221,0.812282,1.0243,1.00441,1.00915,0.989898,0.982463,1.00202,0.897596,1.06729,1.01706,1.0579,1.01489,1.06087,0.923751,0.997852,1.03429,0.997784,0.93778,1.07697,1.03276,0.967344,1.05404,0.987244,1.08569,0.769349,1.01856,0.945379,1.00868,1.03495,0.780515,1.05677,0.976832,1.02021,0.965075,0.889123,1.04285,1.06664,0.825966,0.991259,1.07304,1.02936,1.02887,1.06425
68,0.947915,1.10745,1.03644,0.930473,0.92113,0.944667,1.01518,1.04847,1.00584,0.997749,0.864343,0.951789,0.759945,0.813775,1.01941,0.998601,1.00233,0.98684,0.985026,0.995578,0.892648,1.0651,1.00831,1.05426,1.00739,1.0529,0.916931,0.993905,1.03577,0.999975,0.946817,1.07259,1.02605,0.972931,1.04718,0.980486,1.08222,0.769262,1.01227,0.942752,1.00435,1.02758,0.774993,1.05313,0.969397,1.02018,0.958533,0.885388,1.0401,1.06329,0.823648,0.984423,1.06915,1.02246,1.01853,1.06346
69,0.944758,1.10824,1.03478,0.934686,0.928935,0.948505,1.02399,1.04351,0.999462,0.992563,0.864909,0.942947,0.766527,0.813259,1.01982,1.00278,1.00162,1.00745,1.00475,0.990595,0.891331,1.05961,1.00314,1.0507,1.00855,1.05748,0.916197,1.00586,1.03434,1.03341,0.952758,1.06936,1.01945,0.97671,1.04103,0.967301,1.07941,0.779511,1.00816,0.962706,1.00201,1.02179,0.77361,1.05017,0.957481,1.03137,0.955745,0.889897,1.04115,1.05848,0.821883,0.976901,1.06851,1.01496,1.02733,1.06756
70,0.945374,1.10938,1.04577,0.940268,0.940468,0.950422,1.02917,1.02515,1.0037,0.992614,0.86407,0.940268,0.766924,0.813165,1.0211,1.01232,1.01784,1.00898,1.00562,1.00277,0.894623,1.04142,1.00446,1.03062,1.02564,1.05877,0.920982,1.01115,1.03539,1.03129,0.954826,1.0464,1.0179,0.984334,1.03343,0.964235,1.08752,0.771546,1.02019,0.964769,1.00294,1.02441,0.773916,1.02023,0.955011,1.04523,0.962202,0.896846,1.03478,1.04947,0.820228,0.968265,1.06839,1.01183,1.03822,1.0706
71,0.946389,1.11044,1.07014,0.939064,0.946184,0.949374,1.03475,1.03247,1.00388,0.991893,0.862651,0.940945,0.766363,0.814095,1.02236,1.01515,1.02513,1.01027,1.00852,1.0082,0.896746,1.05185,1.00325,1.03946,1.03728,1.05812,0.923045,1.01572,1.03642,1.03596,0.953535,1.0587,1.02247,0.987282,1.04034,0.966011,1.08938,0.776474,1.02596,0.968409,1.00135,1.02513,0.776455,1.03285,0.956295,1.0495,0.968114,0.898023,1.03516,1.05749,0.821911,0.970029,1.06566,1.01566,1.04247,1.07456
72,0.949807,1.11149,1.07156,0.94106,0.946502,0.948755,1.03376,1.02968,0.996762,0.977642,0.862353,0.944616,0.767308,0.815003,1.0223,1.01908,1.02521,1.00885,1.00743,1.00631,0.894724,1.05809,0.992085,1.03721,1.04004,1.05656,0.9227,1.00908,1.03486,1.03299,0.951075,1.05916,1.01943,0.985656,1.03678,0.967717,1.08492,0.777496,1.02637,0.968324,1.0034,1.0236,0.777237,1.03084,0.958535,1.04909,0.966716,0.897028,1.03343,1.05633,0.818336,0.966305,1.0666,1.00788,1.04242,1.07468
73,0.942939,1.11693,1.08985,0.932828,0.942101,0.947068,1.02658,1.02083,0.995444,0.98189,0.865695,0.940896,0.774804,0.821857,1.02368,1.01652,1.02014,1.00319,1.00153,1.00275,0.888537,1.05416,0.992151,1.03109,1.03726,1.0499,0.917319,1.00308,1.03268,1.02638,0.950105,1.05394,1.01199,0.980124,1.02946,0.958541,1.0735,0.778264,1.02075,0.963497,1.0069,1.01901,0.774411,1.02584,0.958972,1.04165,0.960935,0.891101,1.03905,1.05386,0.821656,0.96323,1.06648,0.99725,1.03921,1.06884
74,0.944686,1.11847,1.10063,0.927207,0.940406,0.942446,1.02167,1.0182,0.987631,0.97169,0.865106,0.939747,0.780808,0.825105,1.01843,1.00413,1.01037,0.992962,0.991653,0.998006,0.895218,1.05312,0.982024,1.02865,1.02663,1.03925,0.922445,0.993266,1.03163,1.01604,0.950708,1.05079,1.00785,0.976002,1.02572,0.954009,1.0653,0.775795,1.01157,0.95527,1.0055,1.0103,0.774677,1.02369,0.955481,1.03488,0.963396,0.889106,1.03644,1.04847,0.822864,0.955059,1.06666,0.990046,1.02633,1.06572
75,0.939909,1.1212,1.11021,0.925789,0.935927,0.94077,1.02165,1.00821,0.981699,0.966931,0.860661,0.934086,0.781956,0.828785,1.01322,0.993471,0.99983,0.988789,0.98819,0.994037,0.889972,1.04235,0.974721,1.01833,1.01646,1.03568,0.917994,0.986434,1.03048,1.01543,0.948578,1.04015,0.995758,0.974188,1.01385,0.951498,1.06606,0.77883,1.00435,0.950613,0.999035,1.00133,0.778101,1.0131,0.94964,1.03446,0.959977,0.885108,1.0325,1.03671,0.822951,0.955124,1.06062,0.992731,1.01841,1.06312
76,0.93785,1.12077,1.11834,0.923312,0.934686,0.939719,1.01819,0.997535,0.974266,0.960691,0.858251,0.931884,0.779584,0.829943,1.01093,0.987515,0.994679,0.98888,0.988192,0.991337,0.887974,1.03413,0.968495,1.00751,1.0123,1.0352,0.915834,0.985421,1.02974,1.01508,0.948228,1.03083,0.987654,0.967662,1.00563,0.948399,1.06364,0.774124,1.0005,0.949052,1.0034,0.996081,0.778363,1.00126,0.943873,1.03223,0.959219,0.883434,1.02683,1.02915,0.822393,0.951577,1.05357,0.991508,1.01508,1.05939
77,0.936594,1.12185,1.13634,0.919968,0.935052,0.941677,1.01709,0.993533,0.976228,0.960096,0.859429,0.932561,0.781236,0.828909,1.01074,0.98582,0.992336,0.987751,0.98688,0.991404,0.884496,1.0293,0.968624,1.00432,1.01007,1.03275,0.914794,0.984413,1.03146,1.01197,0.948544,1.02599,0.987892,0.962485,1.00352,0.947879,1.067,0.775484,0.997994,0.948441,1.00464,0.994589,0.777559,0.999312,0.943488,1.03295,0.959056,0.881844,1.02498,1.02361,0.819614,0.951996,1.05283,0.991494,1.01367,1.0598
78,0.924733,1.12139,1.14012,0.91994,0.934389,0.940087,1.02032,0.992075,0.9756,0.957419,0.852604,0.921761,0.785293,0.833785,1.01428,0.986073,0.989425,0.989452,0.988752,0.988932,0.881574,1.02742,0.967632,1.00226,1.01147,1.03607,0.909155,0.984579,1.03607,1.01191,0.94727,1.02385,0.986584,0.961481,1.00255,0.945969,1.06956,0.778581,0.99584,0.949719,1.01439,0.994519,0.775814,0.997817,0.938436,1.03341,0.957183,0.880702,1.02384,1.02227,0.821608,0.951581,1.0643,0.990859,1.01607,1.06263
79,0.924315,1.12606,1.15101,0.921089,0.937815,0.938197,1.02555,0.991995,0.983295,0.970117,0.842028,0.911555,0.786992,0.837677,1.01654,0.990322,0.991572,0.994603,0.993047,0.990562,0.882142,1.02725,0.977975,1.00257,1.01338,1.03995,0.91021,0.987424,1.03769,1.01629,0.941937,1.02268,0.990007,0.963176,1.00497,0.938841,1.07483,0.783904,0.997468,0.953913,1.01715,0.99865,0.776718,0.998735,0.909577,1.03403,0.958922,0.88387,1.02435,1.02235,0.821563,0.959289,1.06814,0.993873,1.01932,1.06308
80,0.929416,1.13209,1.1563,0.907669,0.942285,0.938848,1.02814,0.996298,0.988639,0.978284,0.843888,0.915701,0.784924,0.839954,1.017,0.992785,0.994685,1.00382,0.996995,0.991054,0.885381,1.02574,0.984126,1.00574,1.01932,1.05183,0.913753,0.991832,1.03777,1.02296,0.94079,1.02315,0.99708,0.962317,1.01255,0.940663,1.08157,0.790483,1.00469,0.956824,1.02097,1.00527,0.776633,1.00352,0.90739,1.04062,0.96294,0.886103,1.02071,1.0245,0.822312,0.964128,1.06932,0.996687,1.02655,1.06177
